Index	LogFC	FDR	VIP
NGCM07566_R	-0.070298727	0.076799255	0.536955
NGCM07572	0.363878139	3.85E-05	2.36591
NGCM07575	-0.128186405	7.75E-07	0.989888
NGCM07581	-0.060410507	0.000750212	0.374449
NGCM07586_L	-0.031679527	0.259339875	0.622499
NGCM07586_R	-0.011870303	0.504925517	0.579157
NGCM07591_L	-0.004422644	0.828731735	0.82752
NGCM07591_R	-0.042185287	0.07567106	0.810904
NGCM07598_L	-0.122046624	6.61E-06	0.940416
NGCM07598_R	-0.107414499	1.79E-07	0.890325
NGCM07604_L	0.109997739	0.044347674	0.920384
NGCM07604_R	0.010777981	0.539664886	0.665798
NGCM07609_L	-0.122817468	7.96E-06	0.998673
NGCM07609_R	-0.121658496	5.77E-08	0.958459
NGCM07617	-0.061162916	0.316261836	0.728019
NGCM07622	-0.01084934	0.580318083	0.187337
NGCM07626_L	-0.069911006	0.011615516	0.667041
NGCM07636	0.000485018	0.953029232	0.125784
NGCM07642	0.052813168	0.258364156	1.07497
NGCM07660	0.014745614	0.570069134	0.182511
NGCM07665	-0.158677251	0.000123194	0.896866
NGCM07666	-0.088368177	0.001330895	0.889108
NGCM07667	0.643683847	0.013838723	1.57208
NGCM07677_L	-0.146669639	3.58E-05	0.893066
NGCM07677_R	-0.118019203	5.04E-07	0.83549
NGCM07720	0.064993204	0.001379404	0.381723
NGCM07742_L	-0.041577806	0.207241731	0.666149
NGCM07742_R	-0.03696554	0.171272309	0.685193
NGCM07744_L	-0.047644133	0.099416307	0.673301
NGCM07744_M	-0.03679071	0.225061733	0.828419
NGCM07744_R	-0.054746311	0.051179725	0.811608
NGCM07745	0.063882683	1.28E-05	0.431953
NGCM07754_L	-0.035209981	0.157708689	0.816889
NGCM07754_R	-0.049838337	0.101959302	0.797817
NGCM07762_L	0.001358129	0.900089883	0.46831
NGCM07762_R	0.068832438	0.003322199	0.46152
NGCM07763	-0.041967603	0.156623483	0.811408
NGCM07770_L	-0.042647824	0.117398124	0.730454
NGCM07770_R	-0.183337822	1.45E-06	1.21512
NGCM07776	0.028096173	0.198414176	0.275278
NGCM07804	0.047157068	0.229376189	1.13395
NGCM07820_L	-0.087571985	0.000299655	0.851819
NGCM07820_R	-0.023402409	0.023403058	0.38792
NGCM07822	0.0563309	0.000289283	0.526512
NGCM07827_L	-0.081316324	0.001422698	0.773724
NGCM07827_R	-0.024057988	0.095852589	0.332703
NGCM07830	0.089841397	1.52E-06	0.740533
NGCM07838	-0.019932354	0.329340105	0.185989
NGCM07847_L	-0.179256314	0.00010091	0.863247
NGCM07847_R	-0.194816609	1.59E-06	1.04968
NGCM07848	-0.155014776	1.47E-07	1.11482
NGCM07858	-0.019641274	0.35432389	0.204623
NGCM07885	0.019127114	0.251947051	0.209115
NGCM07889	0.027081516	0.212862317	0.268884
NGCM07895	-0.045723326	0.055233538	0.295735
NGCM07902	0.028770411	0.090234694	0.200627
NGCM07911	0.019372292	0.106701242	0.143477
NGCM07913	0.030967618	0.072462058	0.274216
NGCM07917	0.013642065	0.382001374	0.100774
NGCM07926	-0.010032954	0.366809948	0.213127
NGCM07930	0.031793481	0.022345756	0.238794
NGCM07948	0.05959341	0.00449957	0.315516
NGCM07971_L	-0.095498932	4.36E-05	0.801786
NGCM07971_R	-0.040323588	0.00158873	0.458211
NGCM07977_L	0.018182791	0.56201102	0.686696
NGCM07977_R	0.015556558	0.612868232	0.612699
NGCM07979	-0.065873965	0.281659142	0.489457
NGCM07980	-0.052555839	0.011615516	0.47953
NGCM07989	0.00096697	0.983029551	0.139142
NGCM07991_R	-0.003573603	0.579539983	0.673289
NGCM08007	-0.037603433	0.084356067	0.490684
NGCM08021	0.019904732	0.316875066	0.246737
NGCM08027	0.032450299	0.171752502	0.18895
NGCM08039	0.000396176	0.876633015	0.375434
NGCM08042_L	-0.067097907	0.096913267	0.561023
NGCM08042_R	-0.050486797	0.173296445	0.483499
NGCM08066	-0.049956296	0.199274963	0.862381
NGCM08095	-0.037906408	0.04798812	0.279366
NGCM08110_L	-0.033106414	0.171256841	0.624236
NGCM08110_R	-0.015564315	0.299224567	0.534169
NGCM08112_L	-0.083014632	0.00064473	0.64844
NGCM08112_R	0.014679392	0.342077446	0.104883
NGCM08125	-0.026726785	0.074893415	0.174469
NGCM08126_R	-0.011937869	0.482662817	0.795396
NGCM08134_L	-0.016441639	0.424378102	0.764561
NGCM08134_R	-0.04119214	0.063496399	0.715551
NGCM08142	0.030188215	0.373750241	0.220446
NGCM08149_L	-0.152029541	3.85E-05	1.13446
NGCM08149_R	-0.113458574	6.08E-07	0.981903
NGCM08224	-0.010814468	0.535980645	0.107826
NGCM08234	-0.027934561	0.173566984	0.447089
NGCM08239	-0.018981602	0.214284278	0.0785325
NGCM08253	-0.109833644	0.020098064	0.72823
NGCM08258	-0.067402315	0.030147671	0.604851
NGCM08272	-0.034601769	0.238057642	0.418553
NGCM08285	-0.037054095	0.02487735	0.259418
NGCM08295	-0.025137141	0.052184223	0.241849
NGCM08307	-0.024350365	0.262149942	0.301585
NGCM08326	-0.070550806	0.079718678	0.530767
NGCM08329	-0.030268585	0.514280512	0.336112
NGCM08334	-0.035143369	0.099686076	0.540968
NGCM08345	0.009080501	0.346577036	0.076243
NGCM08365	0.059536702	0.001581595	0.321916
NGCM08375	-0.079234038	0.001011752	0.639002
NGCM08382	0.005819623	0.944900018	0.180566
NGCM08394	-0.031650327	0.207201763	0.511201
NGCM08427	0.021227429	0.36761906	0.162433
NGCM08455	0.043905339	0.067117412	0.208245
NGCM08462	0.004979277	0.718065007	0.561136
NGCM08507	-0.027843945	0.145087748	0.259712
NGCM08525	0.019298356	0.306825181	0.133509
NGCM08530	-0.052311158	0.011427419	0.428934
NGCM08534	-0.011353526	0.609684932	0.173771
NGCM08566	0.05744768	0.718602495	0.685032
NGCM08575	-0.005777532	0.668680045	0.0984146
NGCM08598	0.045362599	0.12564498	0.24779
NGCM08623	-0.085452331	0.00191399	0.668182
NGCM08636	-0.063153129	0.013670107	0.612077
NGCM08646	0.01110896	0.278134085	0.373833
NGCT0001_1	0.057303959	0.264241762	0.26247
NGCT0003_1	-0.006407246	0.672692398	0.109994
NGCT0005	0.033994065	0.148765276	0.254514
NGCT0006	0.030957055	0.000957144	0.31254
NGCT0008	0.020685896	0.183348161	0.260036
NGCT0012	-0.015111185	0.187400167	0.19891
NGCT0015_1	0.069656495	0.056452907	0.518389
NGCT0020_1	0.388296341	0.0028129	1.09533
NGCT0028_1	-0.807930374	1.57E-13	4.17041
NGCT0037_1	0.069769863	0.128244205	0.493516
NGCT0038	-0.060779444	0.001748543	0.962994
NGCT0045_1	0.620151523	0.000523794	1.78365
NGCT0047_1	-0.08415593	0.008799828	0.578519
NGCT0050	0.384055527	2.05E-13	2.73407
NGCT0051_1	0.239117252	2.32E-05	1.8882
NGCT0052_1	-0.379331508	0.002451797	1.69427
NGCT0055_1	0.102334634	0.959429871	0.504112
NGCT0064	0.377445469	6.36E-07	1.79934
NGCT0071_1	-0.460219898	0.001011752	1.67423
NGCT0087_1	-0.137955797	0.057783547	0.879979
NGCT0090_1	-0.237787092	2.25E-05	1.06644
NGCT0107_1	-0.173383228	0.000367371	0.836259
NGCT0109_1	-0.13518279	0.029671241	0.901022
NGCT0110	-0.12601643	0.042350616	0.921731
NGCT0112_1	-0.201828572	0.00210159	0.887681
NGCT0113_1	-0.025595501	0.311470371	0.485793
NGCT0118_1	0.518837413	2.81E-05	1.88271
NGCT0121_L	-0.031551184	0.202416267	0.514832
NGCT0121_R	-0.019597068	0.41301146	0.492026
NGCT0123_L	-0.019962798	0.399235914	0.459912
NGCT0123_M	-0.166663711	8.56E-05	0.858186
NGCT0123_R	-0.086323611	0.00954269	0.540398
NGCT0125_1_L	-0.17282764	0.00037592	0.893707
NGCT0125_1_R	-0.110090984	0.007222034	0.624241
NGCT0126_1	-0.077291236	0.033218325	0.606066
NGCT0131_1	-0.043916617	0.202445533	0.860546
NGCT0132_1	0.054229239	0.434206658	0.579112
NGCT0134_1	0.169464012	0.013013813	0.576728
NGCT0135_1	0.064452226	0.157708689	0.419874
NGCT0137_1_L	-0.175102996	9.56E-05	0.96851
NGCT0137_1_R	-0.167594091	6.61E-06	1.09695
NGCT0140_1	-0.037373094	0.32963635	0.372073
NGCT0143_1	-0.062308996	0.33861988	0.378013
NGCT0144_1	-0.086502876	0.184452355	0.451827
NGCT0146_1	0.015888086	0.697836888	0.214608
NGCT0149	0.053993248	0.002349749	0.528
NGCT0159_1	0.024330144	0.976491125	0.611298
NGCT0167_1	0.092409301	0.024732935	0.663902
NGCT0170_1	0.174087834	0.001509285	0.991843
NGCT0183_1_L	0.027556984	0.512321732	0.549568
NGCT0183_1_R	0.121191172	0.052362955	0.844491
NGCT0186_1	-0.034067245	0.137895789	0.200439
NGCT0191_1	0.283943537	0.025500069	0.991685
NGCT0194_1	-0.238333758	0.013329462	1.44439
NGCT0203_1	0.058656468	0.708469445	0.359471
NGCT0220_1	-0.268026953	0.04530751	0.552378
NGCT0221	1.498248794	9.83E-07	3.1334
NGCT0224_1	-0.233025051	0.000154544	1.60089
NGCT0243_1	-0.11124902	0.037755321	0.552364
NGCT0260_L	-0.042615993	0.132181202	0.661826
NGCT0260_R	-0.021344924	0.231626649	0.634778
NGCT0262_1	-0.124891777	0.00981839	0.847845
NGCT0264_L	-0.019491548	0.009848644	0.393354
NGCT0264_R	-0.015694579	0.028532094	0.328061
NGCT0270_L	-0.099196522	1.98E-05	0.929048
NGCT0270_R	-0.056231876	5.65E-05	0.673686
NGCT0278_1	-0.864042462	8.62E-10	1.90544
NGCT0279_1	-0.108155306	0.04903178	0.502907
NGCT0287_1	-0.072340968	0.234450654	0.417744
NGCT0295_1	-0.026647862	0.051738496	0.256636
NGCT0296_1	0.022227549	0.581801396	0.29174
NGCT0298_1	-0.006187539	0.611246191	0.510335
NGCT0316_1	-0.075946635	0.111503487	0.817693
NGCT0317_1	0.095681597	0.003445649	0.815572
NGCT0320_1	0.553571832	2.92E-08	2.26144
NGCT0333_1	-0.097335466	0.002823924	0.608462
NGCT0334_1	0.189003526	0.001773438	1.04582
NGCT0339	0.108925577	0.150577272	0.456302
NGCT0340	-0.426135972	0.000215405	1.2701
NGCT0343	0.294120077	0.168506226	0.598978
NGCT0346	0.13939785	0.000585749	0.811294
NGCT0358_1	0.685986888	0.070049219	1.17017
NGCT0364_1	-0.283898104	1.80E-06	1.33249
NGCT0365_1	-0.128402762	0.06518879	0.854203
NGCT0379_1	-0.069152626	0.105729841	0.294865
NGCT0382_R	0.500031779	0.006172481	1.46316
NGCT0394_1	-0.130281015	0.026419704	0.909778
NGCT0397	-0.230077385	0.000790945	0.924011
NGCT0399_1	-0.033056585	0.233354851	0.454069
NGCT0403_1_L	-0.035792639	0.2087401	0.655629
NGCT0403_1_R	-0.019623041	0.265521487	0.590606
NGCT0405_1_L	0.008866471	0.996777303	0.577017
NGCT0405_1_R	-0.007369327	0.876633015	0.770328
NGCT0408	-0.019967506	0.321118574	0.487318
NGCT0409_1	-0.035276486	0.115917647	0.696988
NGCT0410_1	-0.255524473	2.86E-09	1.24185
NGCT0411_1_L	-0.135844131	6.19E-07	1.05258
NGCT0411_1_R	-0.112817577	9.83E-07	0.983005
NGCT0416_1	0.078364515	0.806597237	0.984337
NGCT0422	-0.078074664	0.002753435	0.886169
NGCT0423_1	-0.312236659	4.19E-07	1.2215
NGCT0424_1_L	-0.159415203	1.33E-05	1.16223
NGCT0424_1_R	-0.153055133	2.52E-08	1.15491
NGCT0427_1	-0.068671775	0.058773528	0.461965
NGCT0448	-0.586404514	0.354370094	1.14493
NGCT0450_1	-0.291089115	0.000868667	1.17212
NGCT0462_1	-0.100674346	0.26991151	0.545814
NGCT0463_1_L	0.029580801	0.429355318	0.285076
NGCT0463_1_R	0.061152597	0.078401177	0.5073
NGCT0464_1	-0.067735709	0.001440277	1.00169
NGCT0491	-0.365105991	5.10E-06	1.37825
NGCT0494_L	0.363239091	1.38E-06	1.85699
NGCT0494_R	0.193424689	0.000178169	1.43482
NGCT0512_1	-0.217674593	3.52E-07	0.803082
NGCT0518	-0.326972227	0.000825215	1.62949
NGCT0524_1	0.124192275	0.003317293	0.724906
NGCT0529_1	0.194072033	0.376022694	0.628733
NGCT0533_1_L	0.100856741	0.016986639	0.777021
NGCT0533_1_R	0.62555767	5.06E-07	2.23528
NGCT0538_1	-0.139291749	0.07372348	0.849233
NGCT0542	-0.132925799	0.068129779	0.86595
NGCT0546_1_L	-0.121946478	0.057825198	0.64156
NGCT0553_1	-1.339523061	0.345290064	1.29745
NGCT0558_1	-0.763929301	0.025637179	0.951525
NGCT0566_M	0.012846421	0.490528953	0.0841237
NGCT0566_R	0.039205179	0.416314463	0.0603583
NGCT0570_1	-0.696794971	5.16E-09	2.34115
NGCT0572_1	-0.206001348	0.006874904	0.742007
NGCT0573_L	-0.291203888	1.52E-06	1.24762
NGCT0573_R	-0.286686001	1.15E-06	1.22665
NGCT0575_1	-0.298437005	7.10E-07	1.23582
NGCT0581	-0.217484364	0.002709954	0.905373
NGCT0582_1	0.851280514	5.99E-05	2.16893
NGCT0585_1	-0.210373203	0.000177574	0.957662
NGCT0586_L	-0.026586281	0.488089685	0.618452
NGCT0586_R	-0.03902305	0.083826533	0.655174
NGCT0590_1_L	-0.025563101	0.260680236	0.491137
NGCT0590_1_M	-0.170376202	8.17E-06	0.893441
NGCT0590_1_R	-0.094838387	0.006237753	0.602112
NGCT0593_1	0.077861834	0.702887139	0.946763
NGCT0594_1	-0.20748654	2.10E-06	1.36434
NGCT0595	-0.021742894	0.278754496	0.794581
NGCT0596	-0.045324859	0.046285092	0.735761
NGCT0597_1	0.041243008	0.441069026	0.308961
NGCT0599_1	-0.300627742	0.005235798	0.732329
NGCT0601_1_L	-0.055697602	0.00037918	0.650996
NGCT0601_1_R	-0.063262585	0.000721269	0.573831
NGCT0602_1	0.016258405	0.151423121	0.147893
NGCT0608_1_L	-0.22492368	4.15E-07	1.21629
NGCT0608_1_R	-0.250534193	3.38E-08	1.24478
NGCT0609_L	-0.153068018	6.06E-06	1.15586
NGCT0609_R	-0.105512111	7.92E-06	0.984696
NGCT0611_1	-0.060040962	0.735191404	0.341535
NGCT0613_1_R	-0.247215346	0.056028107	0.545802
NGCT0615_1	-0.175524007	3.45E-05	1.24527
NGCT0618_1	-0.146812987	0.023403058	0.471197
NGCT0625_1	-0.024385901	0.214284278	0.125165
NGCT0626	-0.002952956	0.907177916	0.127416
NGCT0636	0.02259694	0.072810057	0.232025
NGCT0638_1	-0.002362038	0.67749564	0.61119
NGCT0651_1	-0.061456231	0.043366824	0.532298
NGCT0659_1_R	0.027089651	0.276742816	0.473031
NGCT0676	-0.271185659	0.002229897	1.48013
NGCT0677_1	-0.427139466	0.002639677	1.47487
NGCT0679	-0.449256047	0.00024639	0.716342
NGCT0680_1	0.084369398	0.502665585	0.398128
NGCT0688_1	0.376557729	0.262040352	0.613985
NGCT0689	0.127796105	0.46042143	1.18329
NGCT0690_1	0.125840326	0.174361284	0.454418
NGCT0693_1_L	0.067905598	0.410009891	0.368415
NGCT0702_1	-0.796418257	0.003333448	1.32656
NGCT0714_1	-0.159262175	0.066038574	1.17236
NGCT0721_1_L	-0.281194248	3.63E-06	1.36532
NGCT0721_1_R	-0.036727376	0.635351309	1.03986
NGCT0728_1_L	0.53699234	0.000680106	1.47545
NGCT0728_1_R	0.644097264	0.003511285	1.50535
NGCT0729_1	-0.128412659	0.137673469	0.419985
NGCT0735_1_L	0.002760639	0.30252783	1.14993
NGCT0745_L	-0.051745468	0.069419865	0.534424
NGCT0745_R	-0.034408526	0.200412817	0.510557
NGCT0746_1_L	-0.011873741	0.952590429	0.687732
NGCT0746_1_R	0.000680949	0.830350856	0.702007
NGCT0750_1	0.369377894	0.01998269	1.53554
NGCT0751_1_L	-0.051961137	0.089395702	0.635507
NGCT0751_1_R	-0.043262333	0.287683798	0.649823
NGCT0758_1_L	-0.100925159	3.61E-05	0.805867
NGCT0758_1_R	-0.024527927	0.147296681	0.335666
NGCT0761_L	-0.09460599	3.71E-05	0.914725
NGCT0761_R	-0.036098963	0.001138391	0.486527
NGCT0762_L	-0.004376385	0.886722297	0.327341
NGCT0762_M	-0.166698109	1.39E-05	0.826182
NGCT0762_R	-0.051552044	0.089754418	0.318022
NGCT0764_1	0.00937192	0.910147533	0.803566
NGCT0765_1	0.025851761	0.323446556	0.188787
NGCT0768_1	-0.166657593	2.39E-07	1.14069
NGCT0773_1	-0.097361008	0.00461129	0.936408
NGCT0774_1_L	-0.114768296	0.002403428	0.590768
NGCT0774_1_M	-0.085874368	0.029603639	0.846833
NGCT0774_1_R	-0.12081126	0.001104868	0.980375
NGCT0779_1	0.029820674	0.474220549	0.634145
NGCT0783	-0.157384018	0.004678868	0.787196
NGCT0787_1	-0.053724219	0.127007632	0.264795
NGCT0788_1	-0.078623747	0.038994334	0.43065
NGCT0797	0.027965778	0.145620629	0.201898
NGCT0798	0.033301935	0.042409371	0.292219
NGCT0799	0.040123313	0.000367371	0.392799
NGCT0801	-0.003505353	0.74644073	0.484371
NGCT0809_1	0.191114351	0.000584637	0.725144
NGCT0814_1	-0.047547251	0.145493871	0.691502
NGCT0815	-0.00659517	0.824926518	0.304857
NGCT0827_1	0.097360609	0.003381026	0.759094
NGCT0834_1_L	0.043798982	0.109361741	0.37258
NGCT0834_1_R	0.083856225	0.010503875	0.553683
NGCT0837_1	0.570572763	6.05E-14	2.63379
NGCT0838_1	0.39201277	1.04E-12	2.57801
NGCT0853_1	-0.325800256	0.000697171	1.13282
NGCT0870_1	0.283751888	0.791190519	1.68845
NGCT0891_1	0.330690109	0.003390715	0.888656
NGCT0901_1	-0.285764939	1.16E-05	0.923748
NGCT0904	-0.152554784	0.054851697	0.698394
NGCT0907_1	-0.177652967	5.75E-06	2.28774
NGCT0908_1	-0.302265466	2.48E-05	1.01037
NGCT0916_1	-0.077194708	0.057783547	0.344924
NGCT0918_1	0.273499652	0.007920991	1.11281
NGCT0920	-0.299550376	1.00E-06	1.24588
NGCT0921_1_L	-0.305951743	7.50E-07	1.2173
NGCT0921_1_R	-0.289252647	8.13E-07	1.23672
NGCT0922_1	-0.32009002	3.38E-07	1.24895
NGCT0926_1	-0.122877046	0.00101949	0.922828
NGCT0930_1	0.416349663	0.020557194	1.54478
NGCT0933_L	-0.024824363	0.431140435	0.515725
NGCT0933_R	-0.019967289	0.308493717	0.504768
NGCT0934_1	-0.065500868	0.054622307	0.522925
NGCT0936_1_L	-0.041494708	0.102606078	0.525754
NGCT0936_1_R	-0.021652014	0.373750241	0.53167
NGCT0938_1_L	-0.00501045	0.853034233	0.401114
NGCT0938_1_R	0.01844465	0.409737845	0.0257957
NGCT0939_1	-0.45936996	6.04E-08	1.40722
NGCT0941_1	0.224016707	0.000189348	0.892234
NGCT0944_L	-0.024598953	0.402617781	0.657275
NGCT0944_M	-0.028914172	0.372321858	0.828014
NGCT0944_R	-0.051798891	0.06407311	0.829396
NGCT0945_1	-0.171980878	0.040492532	0.509528
NGCT0950_1_M	-0.017151573	0.420715135	0.804223
NGCT0950_1_R	-0.046722292	0.052467565	0.812693
NGCT0952_1	-0.192767288	4.46E-06	1.13886
NGCT0954_1	-0.250295726	0.006888271	0.674187
NGCT0958_L	-0.176830152	3.03E-06	1.20442
NGCT0958_R	-0.179937474	4.20E-08	1.22569
NGCT0961_1	-0.278395333	0.020183426	0.555377
NGCT0962_1_L	-0.013985042	0.207612208	0.624709
NGCT0962_1_R	-0.011313801	0.512314403	0.591509
NGCT0974	0.027827603	0.087525237	0.279524
NGCT0976	-0.054867622	0.009819952	0.386214
NGCT0977	-0.03043179	0.036117582	0.302475
NGCT0978	0.02106666	0.150551753	0.250654
NGCT0980	0.063827046	0.001602085	0.528047
NGCT0981	0.045360126	0.000414037	0.317868
NGCT0986	-0.005663248	0.624709884	0.387586
NGCT0988_1	0.013162627	0.5468302	0.314488
NGCT0990	0.079419001	0.006558811	0.434035
NGCT0996	-0.107864729	0.02073676	0.679128
NGCT1007_1	0.132803476	0.000329234	0.817709
NGCT1009	0.184247195	0.000130144	1.00718
NGCT1018	-0.048095845	0.085365669	0.510385
NGCT1032_1_L	0.073773052	0.174982383	0.548419
NGCT1032_1_R	0.127350204	0.073246905	0.714449
NGCT1035_L	-0.428317442	2.84E-05	1.58399
NGCT1035_R	-0.283842113	0.001438269	1.50934
NGCT1046_1	0.050796667	0.504072666	0.448271
NGCT1051	-1.479741249	9.92E-08	2.49374
NGCT1054_1_L	0.24279	5.26E-06	1.15932
NGCT1054_1_R	0.289695045	7.97E-05	1.34627
NGCT1064	0.142650581	0.00024168	0.882394
NGCT1068_1	-0.284656842	0.029005405	0.579215
NGCT1072_1	-0.161840895	0.008003191	0.633512
NGCT1079	0.055611874	0.055914054	0.406468
NGCT1081_1	0.650969897	0.002191343	1.53409
NGCT1084_1	-1.434836851	0.220590652	1.31104
NGCT1090_1	0.084835803	0.786317848	0.355681
NGCT1095_1	-0.168518282	7.48E-05	0.970836
NGCT1097_1	-0.190018903	7.47E-06	1.03411
NGCT1106_1	-0.354611023	0.002349749	0.693361
NGCT1109_1	-0.139681054	0.166622396	0.836416
NGCT1115_L	-0.020887933	0.398347317	0.638489
NGCT1115_R	-0.013781638	0.441126064	0.593143
NGCT1116_1	-0.022793171	0.264677367	0.322086
NGCT1121_1_L	-0.122690455	0.041053466	0.66427
NGCT1121_1_R	-0.103057079	0.006602866	0.671619
NGCT1123_1	-0.407700191	2.67E-06	1.32972
NGCT1126_L	0.000634119	0.930380646	0.825661
NGCT1126_R	0.032450432	0.85465656	0.620229
NGCT1128_1	-0.071474155	0.016882104	0.878998
NGCT1129_1	-0.169617404	0.00010471	1.23546
NGCT1130_1	-0.274548297	0.008067925	0.722359
NGCT1131	-0.336173132	7.09E-06	1.18681
NGCT1133_1_L	-0.178476216	5.36E-06	1.22164
NGCT1133_1_R	-0.18668248	6.04E-08	1.27408
NGCT1137_1_L	-0.088860213	0.011811333	0.798339
NGCT1137_1_R	-0.099076702	0.001919203	0.977801
NGCT1138_1	-0.275940312	7.09E-06	1.17347
NGCT1139_1	-0.242981046	0.0264343	0.630105
NGCT1142_1	-0.041029273	0.238882619	0.328353
NGCT1156	0.01595839	0.162450805	0.145902
NGCT1159_1	-0.026817971	0.235048552	0.22515
NGCT1160	-0.017024852	0.258364156	0.367168
NGCT1164_L	0.086479565	0.000346716	0.559013
NGCT1164_R	0.116789307	1.74E-05	0.550539
NGCT1170_1	0.147523769	0.001285837	0.725833
NGCT1172	0.048546789	0.005461589	0.388563
NGCT1175_1	0.053509717	0.002999829	0.464972
NGCT1176_1	0.040815842	0.074126441	0.468276
NGCT1181_1	-0.036387926	0.440182318	0.613526
NGCT1183_1	-0.036289166	0.207037956	0.500558
NGCT1184_1	0.409303582	0.002812108	1.24796
NGCT1186_1	0.006568881	0.628067377	0.22229
NGCT1187_1	0.431232392	0.002410542	1.2928
NGCT1188_1	0.050641406	0.596709489	0.438323
NGCT1190_1	0.181138255	0.003261685	0.762449
NGCT1194	-0.095124974	0.309499123	0.448143
NGCT1204_1	0.375958394	9.97E-13	2.52824
NGCT1205_1	0.506278494	1.06E-13	2.6697
NGCT1208_1	-0.152750892	0.008610644	0.807674
NGCT1226_1_L	-0.206649974	0.000135596	1.28134
NGCT1226_1_M	-0.207733369	0.000746387	1.07578
NGCT1226_1_R	-0.213750508	0.00053075	0.968213
NGCT1228	-0.028323673	0.017586846	1.22338
NGCT1234_1	0.183249989	0.005725133	0.96748
NGCT1251_1	0.129032213	0.000948911	0.797456
NGCT1254_1	0.038960114	0.506932707	0.436546
NGCT1257_1	-0.884433928	0.002013727	1.26276
NGCT1264_1	0.027310968	0.270685331	0.986789
NGCT1268_1	-0.084538067	0.009840868	0.443364
NGCT1271_1	-0.104211808	0.075967413	0.810475
NGCT1274_1	0.125253053	0.094259107	1.27647
NGCT1279_1	0.557697001	0.000133139	1.52248
NGCT1288_1	-0.034049136	0.216877778	0.323239
NGCT1294_1	-0.172033449	6.75E-06	0.993183
NGCT1300_1	-0.014318129	0.95865768	0.366674
NGCT1303_1	-0.049038037	0.065313742	0.250457
NGCT1307_1	-0.119050017	0.136146108	0.529408
NGCT1310_1	-0.071919391	0.162740338	0.529066
NGCT1312_1	-0.1078959	0.433958244	0.559023
NGCT1313_1_L	-0.227085147	2.95E-06	1.03067
NGCT1313_1_R	-0.182432221	5.91E-06	1.1031
NGCT1314_1	-0.109601696	0.002889985	0.899179
NGCT1319_1	-0.122653349	0.001785745	0.645759
NGCT1320_L	0.570186778	9.20E-05	1.91421
NGCT1320_R	0.414529995	0.013343651	1.39932
NGCT1321_1	-0.063055241	0.137956525	0.417202
NGCT1324_1_L	-0.032222575	0.183284259	0.434622
NGCT1327_1_L	0.022780474	0.833347408	0.809603
NGCT1327_1_R	0.031749956	0.837391555	0.528031
NGCT1330_1_L	-0.119914097	5.28E-06	0.974258
NGCT1330_1_R	-0.094162204	3.95E-07	0.845988
NGCT1331	-0.19434263	3.88E-05	0.679598
NGCT1333_L	-0.078603361	0.203723704	0.6278
NGCT1333_R	-0.090111439	0.083980362	0.653261
NGCT1334_L	-0.132900956	4.37E-06	1.04735
NGCT1334_R	-0.105742107	3.07E-06	0.817718
NGCT1335_1	-0.055720853	0.413511212	0.42187
NGCT1345_1_L	-0.158731917	9.49E-06	1.15553
NGCT1345_1_R	-0.133591788	1.40E-08	1.04724
NGCT1346_1	-0.171725226	0.005734538	0.604687
NGCT1356_1	-0.129116192	0.000994753	0.785084
NGCT1357_1	-0.258000227	0.000296239	1.07287
NGCT1358_1	-0.049510157	0.264708595	0.265865
NGCT1359_1_L	-0.069844765	0.548387138	0.506713
NGCT1359_1_R	-0.051149072	0.324637682	0.46594
NGCT1361_1_R	-0.201121664	0.009937241	0.689996
NGCT1364_1	-0.049822794	0.169983494	0.342732
NGCT1365	-0.117084673	0.141570509	0.480151
NGCT1368_1_L	-0.139439976	0.003627566	0.90853
NGCT1368_1_R	-0.118831921	0.018335141	0.816086
NGCT1380_1	-0.037745419	0.0079805	0.258008
NGCT1383	0.027690459	0.014354083	0.325454
NGCT1384	0.031774309	0.063085723	0.474104
NGCT1387	-0.007795155	0.530649992	0.537757
NGCT1389	-0.002298794	0.996777303	0.0714385
NGCT1396_1	0.096537882	0.000350419	0.653539
NGCT1397	-0.020578534	0.399684126	0.344224
NGCT1399_1_R	-0.013695698	0.352409448	0.0816871
NGCT1404	0.087891557	0.000740627	0.656764
NGCT1405_1	0.109897776	0.00121567	0.743648
NGCT1407_1	0.074735222	0.001103678	0.653987
NGCT1408	0.230944272	2.63E-10	1.9927
NGCT1409_1	0.058609022	0.146434978	0.393363
NGCT1414_1	0.342254097	0.00973659	0.983073
NGCT1415	-0.007398604	0.814196908	0.390476
NGCT1416_1	0.035650386	0.341483755	0.213331
NGCT1424_1	0.078283029	0.131257829	0.727396
NGCT1425_1_L	-0.137811347	0.052362955	1.37578
NGCT1425_1_R	-0.223027708	0.006660509	1.67036
NGCT1427_1	0.110429381	0.037251376	0.66602
NGCT1430_1	0.016138043	0.53915613	0.464733
NGCT1437_1	-0.289417664	0.714062918	1.41911
NGCT1438_1	0.393162821	2.97E-13	2.63383
NGCT1441_1	0.100504676	0.089082063	0.502997
NGCT1447	0.293077728	1.79E-05	1.4247
NGCT1448_1	0.152702694	0.469086579	0.616499
NGCT1453	-0.279706133	0.002207208	1.42953
NGCT1457_1	0.053867338	0.552099158	0.425802
NGCT1470_1	-0.090611651	0.11955329	0.784746
NGCT1472_1	-0.072539482	0.206196066	0.734395
NGCT1480	-0.132846683	0.079326462	0.866884
NGCT1485_1	0.330279731	7.72E-05	1.25053
